nama,alamat,lat,long
Nasi Uduk Teh Imas,"Nasi Uduk Teh Imas, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.461972,105.249582
Warung Nasi Mama Agung,"Warung Nasi Mama Agung, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.450614,105.255978
Ayam Geprek Juara,"Ayam Geprek Juara, Jalan Hos Cokroaminoto, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417193,105.262411
Geprek Hanung,"Geprek Hanung, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.461174,105.250808
Warung Atiqa,"Warung Atiqa, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.460568,105.251201
Juwan Corner,"Juwan Corner, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416802,105.264684
Rumah Makan Mang Edeng,"Rumah Makan Mang Edeng, Jalan Mayjen Sutioso, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416887,105.264435
Warung Ibu Sukanah,"Warung Ibu Sukanah, Jalan M. Saleh, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416776,105.265178
Bakso Idola Ms Iwan,"Bakso Idola Ms Iwan, Gang Barokah, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.460461,105.25151
Warung Soto Bu Dewi,"Warung Soto Bu Dewi, Jalan Laksamana R.E. Martadinata, Bandar Lampung, Pesawaran, Lampung, Sumatra, 35223, Indonesia",-5.463927,105.248026
RM Palapa Raya,"RM Palapa Raya, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.46257,105.249328
Warung Bakso Model,"Warung Bakso Model, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.462685,105.249332
Ujang Family,"Ujang Family, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452578,105.252263
Ayam Geprek Mama Salsa,"Ayam Geprek Mama Salsa, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452346,105.252065
Warung Seblak Rumah Kenan,"Warung Seblak Rumah Kenan, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.451134,105.256085
Bakso Knalpot 2,"Bakso Knalpot 2, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452346,105.249078
Nasi Uduk Teh Ipit,"Nasi Uduk Teh Ipit, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.44809,105.254942
Telur Gulung Nice,"Telur Gulung Nice, Gang Barokah, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.460677,105.251645
Warung Tulangan Mak Ara,"Warung Tulangan Mak Ara, Jalan Makmun Isya, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.448925,105.254966
Tahu Krispi Pedas,"Tahu Krispi Pedas, Gang Jati, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452815,105.25389
RM Raja Murah,"RM Raja Murah, Jalan Laksamana R.E. Martadhinata, Pesawahan, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.463035,105.249083
Gorengan Bang Riki,"Gorengan Bang Riki, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452135,105.249407
Warung Ibu Nur,"Warung Ibu Nur, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.449948,105.255574
Warung Pecel nenek Sila,"Warung Pecel nenek Sila, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.447777,105.254464
Dapoer mama Ita,"Dapoer mama Ita, Jalan Timor, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.450566,105.255667
Warung Bu Dewi,"Warung Bu Dewi, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452496,105.253749
Kedai Kabita,"Kedai Kabita, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452541,105.252138
Bakso Rahayu Mas Dani,"Bakso Rahayu Mas Dani, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452482,105.254866
Saung Sunda,"Saung Sunda, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452345,105.252151
Dapur Mom Hits,"Dapur Mom Hits, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452221,105.249918
Pecel lele Setia,"Pecel lele Setia, Jalan Banten, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452293,105.255027
Bakso Selirit Pak De,"Bakso Selirit Pak De, Gang Melati Bakung 2, Talang, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.452011,105.249697
Warung Sop Iyah,"Warung Sop Iyah, Gang Haji Masin, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418137,105.264358
Takana Padang,"Takana Padang, Gang Damastik, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.419279,105.267043
Warung Makan Aji,"Warung Makan Aji, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418054,105.2648
Pempek Cek Mimi,"Pempek Cek Mimi, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418646,105.265523
Raja Ketupat Enggal,"Raja Ketupat Enggal, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420709,105.259591
Sate Luwes,"Sate Luwes, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416902,105.262537
Warung Makan Orlin,"Warung Makan Orlin, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418233,105.265228
Kantin Sriwijaya,"Kantin Sriwijaya, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420686,105.259417
Soto Padang Sidi,"Soto Padang Sidi, Jalan Siswondo Parman, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419377,105.256373
Jajanan Persit,"Jajanan Persit, Jalan Ade Irma Suryani, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420759,105.254146
Seblak Jeding,"Seblak Jeding, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420328,105.259334
Mie Ayam Bakso Rio,"Mie Ayam Bakso Rio, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417786,105.2643
Mrtabak telur Haikal,"Mrtabak telur Haikal, Jalan Robert Walter Monginsidi, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420982,105.252133
Ketoprak DLC,"Ketoprak DLC, Jalan Karel Satsuit Tubun, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420384,105.268831
Warung Makan Ibu Dewi,"Warung Makan Ibu Dewi, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.419096,105.266398
Eumah Makan Abah Supri,"Eumah Makan Abah Supri, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418509,105.265898
Warung Yanto,"Warung Yanto, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.419794,105.268361
Bakso Son Haji Soni,"Bakso Son Haji Soni, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418709,105.251993
Soto Ayam Kampung,"Soto Ayam Kampung, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39929,105.248606
Dapur Intan,"Dapur Intan, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418735,105.259418
Bubur Ayam Brimob,"Bubur Ayam Brimob, Jalan Karel Satsuit Tubun, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420289,105.267323
Nasi kuning Ibu Dewi,"Nasi kuning Ibu Dewi, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420603,105.259671
Cakwe Bang Santo,"Cakwe Bang Santo, Jalan Ahmad Yani, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.421362,105.254126
Geprek Bensu,"Geprek Bensu, Jalan Robert Walter Monginsidi, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420777,105.252118
TNT Shabu Kichen,"TNT Shabu Kichen, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420855,105.259313
Pecel Lele Bu Asih,"Pecel Lele Bu Asih, Jalan Raden Intan, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419937,105.259273
Bakso Mercon,"Bakso Mercon, Jalan Kartini, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420179,105.252754
Steak Moen Moen,"Steak Moen Moen, Gang Idrus, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.417063,105.253669
Nasi Goreng Jamur,"Nasi Goreng Jamur, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418589,105.249627
Mie Jogja Pak Karso,"Mie Jogja Pak Karso, Jalan Ahmad Yani, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.421537,105.252883
Warung Bakso Andika Rasa,"Warung Bakso Andika Rasa, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418507,105.251928
Bakso Wong Ndeso,"Bakso Wong Ndeso, Jalan Siswondo Parman, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419481,105.253089
D'Cost Seafood,"D'Cost Seafood, Jalan Kartini, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.416977,105.253932
Solaria,"Solaria, Gang Idrus, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.416758,105.253444
Warung NAsi Rames,"Warung NAsi Rames, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418698,105.25227
RM Puti Minang Palapa,"RM Puti Minang Palapa, Gang Haji Arja, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418379,105.251658
Mie Ayam,"Mie Ayam, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418529,105.251121
Dapur Garasi,"Dapur Garasi, Jalan KH. Abdul Hamid, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419232,105.250269
Kana Brasserie,"Kana Brasserie, Jalan Pubian, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418556,105.249427
Seblak Ratulangi,"Seblak Ratulangi, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.399239,105.248806
Ananda Kitchen,"Ananda Kitchen, Jalan Palapah Indah, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419548,105.247142
Ayam Bakar Mbok Jum,"Ayam Bakar Mbok Jum, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.401045,105.248396
Pempek Tenda Biru Tamin,"Pempek Tenda Biru Tamin, Jalan Tamin, Sawah Lama, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.406854,105.248788
Martabak 235,"Martabak 235, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.401089,105.248306
Pecel lele Crispy,"Pecel lele Crispy, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.400638,105.248604
Geprek Bu Retno,"Geprek Bu Retno, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.400074,105.248647
Rumah Baking,"Rumah Baking, Gang Padang Ratu II, Sawah Lama, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.406352,105.247337
Arema Sehat,"Arema Sehat, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.398833,105.2487
Ayam Petir Mas Aji,"Ayam Petir Mas Aji, Gang Teratai, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.399408,105.248867
Dapur Bude Sri,"Dapur Bude Sri, Gang Mawar III, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39786,105.248384
Martabak Bangka 257,"Martabak Bangka 257, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.399238,105.248752
Restoran Begadang 2,Diponegoro,-5.42298,105.258646
Dapur Nie,"Dapur Nie, Jalan Amir Hamzah, Gotong Royong, Bandar Lampung, Lampung, Sumatra, 35214, Indonesia",-5.425132,105.257908
Restoran & Hotel Begadang V,"Restoran & Hotel Begadang V, Gang Waru IV, Sukabumi Indah, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.395827,105.290047
Nagare Ramen,"Nagare Ramen, Jalan Wijaya Kesuma, Tanjung Raya, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.421988,105.266745
