nama,alamat,lat,long,image_filename
Raja Ketupat Enggal,"Raja Ketupat Enggal, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420709,105.259591,img_532_Raja-Ketupat-Enggal.jpg
Sate Luwes,"Sate Luwes, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.416902,105.262537,img_533_Sate-Luwes.jpg
Warung Makan Orlin,"Warung Makan Orlin, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418233,105.265228,img_534_Warung-Makan-Orlin.jpg
Kantin Sriwijaya,"Kantin Sriwijaya, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420686,105.259417,img_535_Kantin-Sriwijaya.jpg
Soto Padang Sidi,"Soto Padang Sidi, Jalan Siswondo Parman, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419377,105.256373,img_536_Soto-Padang-Sidi.jpg
Jajanan Persit,"Jajanan Persit, Jalan Ade Irma Suryani, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420759,105.254146,img_537_Jajanan-Persit.jpg
Seblak Jeding,"Seblak Jeding, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420328,105.259334,img_538_Seblak-Jeding.jpg
Mie Ayam Bakso Rio,"Mie Ayam Bakso Rio, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.417786,105.2643,img_539_Mie-Ayam-Bakso-Rio.jpg
Mrtabak telur Haikal,"Mrtabak telur Haikal, Jalan Robert Walter Monginsidi, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420982,105.252133,img_540_Mrtabak-telur-Haikal.jpeg
Ketoprak DLC,"Ketoprak DLC, Jalan Karel Satsuit Tubun, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420384,105.268831,img_541_Ketoprak-DLC.jpg
Warung Makan Ibu Dewi,"Warung Makan Ibu Dewi, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.419096,105.266398,img_542_Warung-Makan-Ibu-Dewi.jpeg
Eumah Makan Abah Supri,"Eumah Makan Abah Supri, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418509,105.265898,img_543_Eumah-Makan-Abah-Supri.jpg
Warung Yanto,"Warung Yanto, Jalan Kyai Haji Mas Mansyur, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.419794,105.268361,img_544_Warung-Yanto.jpg
Bakso Son Haji Soni,"Bakso Son Haji Soni, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418709,105.251993,img_545_Bakso-Son-Haji-Soni.jpg
Soto Ayam Kampung,"Soto Ayam Kampung, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39929,105.248606,img_546_Soto-Ayam-Kampung.jpeg
Dapur Intan,"Dapur Intan, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.418735,105.259418,img_547_Dapur-Intan.jpg
Bubur Ayam Brimob,"Bubur Ayam Brimob, Jalan Karel Satsuit Tubun, Rawa Laut, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420289,105.267323,img_548_Bubur-Ayam-Brimob.jpeg
Nasi kuning Ibu Dewi,"Nasi kuning Ibu Dewi, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420603,105.259671,img_549_Nasi-kuning-Ibu-Dewi.jpg
Cakwe Bang Santo,"Cakwe Bang Santo, Jalan Ahmad Yani, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.421362,105.254126,img_550_Cakwe-Bang-Santo.jpg
Geprek Bensu,"Geprek Bensu, Jalan Robert Walter Monginsidi, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420777,105.252118,img_551_Geprek-Bensu.jpg
TNT Shabu Kichen,"TNT Shabu Kichen, Jalan Majapahit, Enggal, Bandar Lampung, Lampung, Sumatra, 35127, Indonesia",-5.420855,105.259313,img_552_TNT-Shabu-Kichen.jpg
Pecel Lele Bu Asih,"Pecel Lele Bu Asih, Jalan Raden Intan, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419937,105.259273,img_553_Pecel-Lele-Bu-Asih.jpg
Bakso Mercon,"Bakso Mercon, Jalan Kartini, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420179,105.252754,img_554_Bakso-Mercon.jpg
Steak Moen Moen,"Steak Moen Moen, Gang Idrus, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.417063,105.253669,img_555_Steak-Moen-Moen.jpg
Nasi Goreng Jamur,"Nasi Goreng Jamur, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418589,105.249627,img_556_Nasi-Goreng-Jamur.jpeg
Mie Jogja Pak Karso,"Mie Jogja Pak Karso, Jalan Ahmad Yani, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.421537,105.252883,img_557_Mie-Jogja-Pak-Karso.webp
Warung Bakso Andika Rasa,"Warung Bakso Andika Rasa, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418507,105.251928,img_558_Warung-Bakso-Andika-Rasa.png
Bakso Wong Ndeso,"Bakso Wong Ndeso, Jalan Siswondo Parman, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419481,105.253089,img_559_Bakso-Wong-Ndeso.jpg
D'Cost Seafood,"D'Cost Seafood, Jalan Kartini, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.416977,105.253932,img_560_D-Cost-Seafood.jpg
Solaria,"Solaria, Gang Idrus, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.416758,105.253444,img_561_Solaria.jpg
Warung NAsi Rames,"Warung NAsi Rames, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418698,105.25227,img_562_Warung-NAsi-Rames.jpg
RM Puti Minang Palapa,"RM Puti Minang Palapa, Gang Haji Arja, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418379,105.251658,img_563_RM-Puti-Minang-Palapa.jpeg
Mie Ayam,"Mie Ayam, Jalan Cut Nyak Dien, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418529,105.251121,img_564_Mie-Ayam.jpg
Dapur Garasi,"Dapur Garasi, Jalan KH. Abdul Hamid, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419232,105.250269,img_565_Dapur-Garasi.jpg
Kana Brasserie,"Kana Brasserie, Jalan Pubian, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418556,105.249427,img_566_Kana-Brasserie.jpg
Seblak Ratulangi,"Seblak Ratulangi, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.399239,105.248806,img_567_Seblak-Ratulangi.jpg
Ananda Kitchen,"Ananda Kitchen, Jalan Palapah Indah, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419548,105.247142,img_568_Ananda-Kitchen.jpg
Ayam Bakar Mbok Jum,"Ayam Bakar Mbok Jum, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.401045,105.248396,img_569_Ayam-Bakar-Mbok-Jum.jpg
Pempek Tenda Biru Tamin,"Pempek Tenda Biru Tamin, Jalan Tamin, Sawah Lama, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.406854,105.248788,img_570_Pempek-Tenda-Biru-Tamin.jpg
Martabak 235,"Martabak 235, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.401089,105.248306,img_571_Martabak-235.jpg
Pecel lele Crispy,"Pecel lele Crispy, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.400638,105.248604,img_572_Pecel-lele-Crispy.jpg
Geprek Bu Retno,"Geprek Bu Retno, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.400074,105.248647,img_573_Geprek-Bu-Retno.jpeg
Rumah Baking,"Rumah Baking, Gang Padang Ratu II, Sawah Lama, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.406352,105.247337,img_574_Rumah-Baking.jpg
Arema Sehat,"Arema Sehat, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.398833,105.2487,img_575_Arema-Sehat.png
Ayam Petir Mas Aji,"Ayam Petir Mas Aji, Gang Teratai, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.399408,105.248867,img_576_Ayam-Petir-Mas-Aji.jpg
Dapur Bude Sri,"Dapur Bude Sri, Gang Mawar III, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39786,105.248384,img_577_Dapur-Bude-Sri.jpg
Martabak Bangka 257,"Martabak Bangka 257, Jalan Sam Ratulangi, Gedong Air, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.399238,105.248752,img_578_Martabak-Bangka-257.jpg
Restoran Begadang 2,Diponegoro,-5.42298,105.258646,img_579_Restoran-Begadang-2.jpg
Dapur Nie,"Dapur Nie, Jalan Amir Hamzah, Gotong Royong, Bandar Lampung, Lampung, Sumatra, 35214, Indonesia",-5.425132,105.257908,img_580_Dapur-Nie.jpg
Restoran & Hotel Begadang V,"Restoran & Hotel Begadang V, Gang Waru IV, Sukabumi Indah, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.395827,105.290047,img_581_Restoran-Hotel-Begadang-V.jpg
Nagare Ramen,"Nagare Ramen, Jalan Wijaya Kesuma, Tanjung Raya, Bandar Lampung, Lampung, Sumatra, 35213, Indonesia",-5.421988,105.266745,img_582_Nagare-Ramen.jpg

